Singer,Name,Lyric,Category
林俊傑, 媽媽的娜魯娃,昨夜又夢見你　叫著我的名字你說我是山裡的孩子　風中的寶貝靜靜守護山林　黑暗中的精靈眼睜睜看著相思樹倒下　淚隨河　流向遠方噢咿呀娜魯娃　風中的娜魯娃夢里的百合花　還會不會長大  媽媽的娜魯娃　呼喚著我　喔雨再大　我不怕　勇敢的娜魯娃雨再大　我不怕　勇敢的娜魯娃,親情
林俊傑, 會有那麼一天,一九四三　世界大戰　阿嬤年輕的時候爺爺愛他那麼多　他們感情很深當時爺爺　身負重任　就在離鄉的那夜給了阿嬤一個吻　輕聲說道 我要離去　別再哭泣　不要傷心　請你相信我　要等待　我的愛　陪你永不離開　因為會有那麼一天　我們牽著手在草原聽　鳥兒歌唱的聲音　聽我說聲　我愛你  夕陽西下　鳥兒回家　阿嬤躺在病床上呼吸有一點散漫　眼神卻很溫柔看著爺爺　濕透的眼　握著他粗糙的手阿嬤淚水開始流　輕聲說道 我愛你,親情
林俊傑, I AM,落在手裡一顆淚滴  清澈地卻已溶化活在人間  我的壓力和疑惑愛和理想怎麼評量  闖過難關避開受傷其實我和凡人都一樣擔心路會走錯方向  擔心她不放在心上擔心生命不再充滿渴望  It's  when I'm weak then I am strong我脆弱  卻不退縮確定路在對的方向  確定她在我的心上確定生命永遠有希望It's  when I'm weak then I am strong我脆弱  卻不退縮我脆弱  卻永不退縮,勵志
林俊傑, 心牆(Wall),一個人 眺望碧海和藍天在心裏面 那抹灰就淡一些海豚從眼前飛越我看見了最陽光的笑臉好時光都該被寶貝 因爲有限我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放  打開窗你會看到悲傷融化我學著不去擔心得太遠不計劃太多反而能勇敢冒險豐富的過每一天 快樂的看每一天Wooh～第一次遇見陰天 遮住你側臉有什麽故事好想了解我感覺我懂你的特別你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗你會看到悲傷融化Wooh〜你的心有一道牆 但我發現一扇窗偶爾透出一絲暖暖的微光就算你有一道牆 我的愛會攀上窗台盛放打開窗妳會看到悲傷融化你會聞到幸福晴朗的芬芳,勵志
林俊傑, 水仙,我跌進時光夢境漫遊朗讀月光去打開一個夢那裡花園的芬芳還依舊看水仙在風中擺動想起你說愛沒有盡頭但想念你的心隱隱會痛握著你的手 以為最後溫柔天亮了 天亮了 我才懂慢慢的你用愛晴朗了我慢慢的你把我孤單沒收金色燈火 倒映湖面閃爍  像你的微笑溫暖守候慢慢的我變成更好的我慢慢的我心遼闊了許多我笑了 我哭了 我醉了 我醒了幸福的痕跡吻過心中(愛過的痕跡永遠停留)眺望星空 你來自愛的宇宙我們約定 再重逢撥快時鐘 你就在那片綠洲陪我繼續 歌頌,勵志
林俊傑, 以後要做的事,還沒走到最後 請別低著頭沿途撿的夢 是否有些不安和迷惑有些應該緊握 有些該放手會隱隱作痛 走過才是真實的自我別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心還沒走到最後 請別低著頭沿途撿的夢 是否有些不安和迷惑有些應該緊握 有些該放手會隱隱作痛 走過才是真實的自我  別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心或許會不知所措 痛過才浮現彩虹越純粹就越感動 我一抬頭 是最初的天空別逃避我們以後要做的事情多些幻想少一些 猶豫的途徑路不該是疑問句 要比誰都清晰時間從來不為誰暫停了前進就像愛從來不曾會風平浪靜未來就會揭謎底 命運捧在我手心,勵志
林俊傑, 加油！,最近你好嗎少了一點微笑說的話有點少最近我也不好全世界都在逆轉人開始反向思考發現你愛的人到處跑昨晚剛升職 今天被炒莫名其妙 誰會知道是不是上天開的玩笑地震時 你想和誰擁抱什麼是生命中的美好輕易放掉 卻不知道幸福就在下一個轉角說一聲加油 一切更美好所有的悲傷 請往邊靠曾經流過的淚濕了傷口就讓陽光曬乾而褪這一種加油 人人都需要手牽手我們一起賽跑說好不見不散每分每秒守候你到老 The beat goes on 時間它一直走  就像是Life goes on 這過程或許痛不管順流或逆流 你總得抬起頭讓我們一起走 走過艱難和困惑發現你愛的人到處跑昨晚剛升職 今天被炒莫名其妙 誰會知道是不是上天開的玩笑地震時 你想和誰擁抱什麼是生命中的美好輕易放掉 卻不知道幸福就在下一個轉角說一聲加油 一切更美好所有的悲傷 請往邊靠曾經流過的淚濕了傷口就讓陽光曬乾而褪這一種加油 人人都需要手牽手我們一起賽跑說好不見不散每分每秒守候你到老 關關是難關 但我們關關過雨後天晴的陽光在天空閃閃爍出現了彩虹 忽然間我們才懂如果這是一場馬拉松 那我們一起加油,勵志
林俊傑, 自由不變,不變不動不轉的世界剎那瞬息片刻永遠　用全心記住你的臉來來回回千萬遍突然領悟你是如何愛我 我一直習慣簡單的　隨興的　放任的自由　不喜歡動輒得咎  　不溫不火日復一日無聊的生活 沉默的瞭解的是你的溫柔　不管我錯了　對了　因為你說那就是我 哦～耶～那就是我,勵志
林俊傑, 你，有沒有過,都 什麼時候了浪潮退下了你還坐在這等 天氣或心情缺一都不可拖拖拉拉勇氣不見了風 摀住了耳朵撲通撲通不普通聽聽心跳聲有一天 世界會斑駁回憶成為所有每段故事都值得煩惱留啊留啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻你有沒有過你 有沒有過奮不顧身 飛蛾撲火都 什麼時候了  夜 色安靜了你還坐在這夢是 另一個星球我獨居在裡頭 跌跌撞撞懷疑自己你 伸出的雙手安靜擁抱我都會過去的最 洶湧的折磨天亮前找到了是現在的你我煩惱留啊留啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻煩惱留啊留 啊留會留成愁不被看好的青春叫做成長考驗躲啊躲啊躲也躲不過我的眼淚流過心碎的時刻你有沒有過,勵志
林俊傑, 完美新世界,是你一束光 琥珀色遠方回憶被傳唱 傷口被遺忘淚水跟著眼眶 流出一道方向牽引著你我的希望手連手 用心連接宇宙夜光傾透 寒風裡微顫抖古老的記憶 不斷的尋覓因為愛 要堅持到最後手連手 撫平心靈傷口寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重建 完美新世界 重現你和我生命的無常 說不出摸樣我是迎著光 逆著風飄蕩  你說暮色蒼茫 空氣開始搖晃不用害怕 走吧 希望就在不遠地方手連手 用心連接宇宙夜光傾透 寒風裡微顫抖古老的記憶 依然不斷的尋覓因為愛 要堅持到最後手連手 撫平心靈傷口寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重建 完美新世界 重現你和我Yeah~~手連手 用心連接宇宙寒風顫抖 還是要往前走當太陽再升起 用愛解凍大地重現 完美新世界 只有你和我,勵志
林俊傑, 我飛故我在(&張靚穎),飛字有一雙翅膀，在右邊，在成長蝴蝶也有她的夢想，在風中流浪 流星粉墨登場，有自己的光芒為什麼我學不會飛翔 從前的我太倔強，看不清自己的模樣你給我所有的力量 你就是力量 曙光帶來陽光，信心變成信仰 我在有你的天空翱翔 現在我終於明白，每個人都有原因而存在靚:有一種期待 叫做未來(看見未來) 只要汗水與勇氣，在我的舞台閉著眼我也能飛起來(我會活的精彩) 看彩虹有多少 色彩   從前的我太倔強，看不清自己的模樣你給我所有的力量 你就是力量 曙光帶來陽光，信心變成信仰 我在有你的天空翱翔 現在我終於明白，每個人都有原因而存在 有一種期待 叫做未來(看見未來) 只要汗水與勇氣，在我的舞台閉著眼我也能飛起來( 我會活的精彩) 與生命談戀愛 終於明白，每個人都有原因而存在有一種期待叫做未來( 只要對自己坦白) 只要汗水與勇氣(被崇拜)在我的舞台(讓你自由自在)閉著眼我也能飛起來(摘下一片雲彩)看彩虹有多少 色彩,勵志
林俊傑, 我繼續,遠方無人回應 誰的琴聲如此 冷靜順風的夢很輕慾望如此透明 看膩了世俗風景喔〜我拒絕相信 所謂的命運我仰望天空 不甘心我願瀟灑如鷹遠離地上宿命 那紛擾的城市人群俯衝掠過森林愛不該有邊境 讓恨一路的飄零這是場戰役 如鷹一般的眼睛了斷了那曾經的美麗 我繼續翱翔天地 展開雙翼拋開過去 跟自己為敵 永不放棄遠方無人回應 誰的琴聲如此 冷靜順風的夢很輕慾望如此的透明 都一樣的風景喔〜我拒絕相信 所謂的命運我仰望天空 不聽 喔〜我願瀟灑如鷹逆風等待黎明 越過人生峽谷困境隨風傲視丘陵夢想遼闊清醒 如火焰般的熱情這一場戰役 出沒鷹眼裡了斷了那曾經的美麗 我繼續  拋開過去 跟自己為敵 我繼續不再逃避 熬過這冬季 不放棄我堅定不移 聽我說的每一句跟回憶狠狠的道別離我繼續 不放棄我願瀟灑如鷹遠離地上宿命 那紛擾的城市人群俯衝掠過森林愛不該有邊境 讓恨一路的飄零這一場戰役 出沒鷹眼裡了斷了那曾經的美麗 我繼續拋開過去 跟自己為敵 喔〜傷痛都遠離橫越地平線上的天際 我繼續我願瀟灑如鷹逆風等待黎明 越過人生峽谷困境隨風傲視丘陵夢想遼闊清醒 如火焰般的熱情讓它們嘆息 我成為了傳奇這世界沒有我到不了 的距離拋開過去 跟自己為敵,勵志
林俊傑, 身為風帆,偶爾只能夠轉彎偶爾必須搶灘偶爾微笑看海洋多寬偶爾淪為瓶中船身為風帆 終要瀏覽乘風破浪之餘的孤單不解釋 是改變別人太困難暗湧蠢動 身為風帆 終要能釋然萬流交錯難免有不堪不死灰 是有愛讓我 能蔚藍得到用失去來換固執用痛償還  甜酸總輪流相互陪伴苛求圓滿太貪婪從劫後餘生 身為風帆 終要拓展當初絕對自我的獨斷生存中 沒所謂標準答案冷暖自知 身為風帆 學順其自然接受代替不滿的吶喊去擁抱 才是真實的勇敢去流浪 才更確定誰讓我 有岸,勵志
林俊傑, 信心旅行(&何耀珊),收拾我所有的行李搭乘末班希望班機和信心一起旅行這次要學習不逃避揮別我所有的恐懼勇敢地走下去幸福在這一瞬間(慢慢累積)山谷百合正開放(不用嘆息)感謝有你 一路有你風雨信心 多麼不容易你我之間的默契(一點一點)堆積美好的回憶(我會牢記)感謝有你 一路有你愛 讓一切變得更美麗收拾我所有的行李撘乘末班希望班機和信心一起旅行這次要學習不逃避揮別我所有的恐懼勇敢地走下去  幸福在這一瞬間(幸福就在這一瞬間)山谷百合正開放(不用嘆息)感謝有你 一路有你風雨信心 多麼不容易你我之間的默契(你和我之間的默契 一點一點)堆積美好的回憶(我會牢記)感謝有你 一路有你愛 讓一切變得更美麗傷害我會忘記 明天我會繼續夢想必定不要放棄只要心相信 愛就永遠不止息幸福在這一瞬間(幸福就在這一瞬間)山谷百合正開放(不用嘆息)感謝有你 一路有你風雨信心 多麼不容易你我之間的默契(一點一點)堆積美好的回憶(我會牢記)感謝有你 一路有你愛 讓一切變得更美麗感謝有你 一路有你愛 讓一切變得更美麗,勵志
林俊傑, 飛雲之下,風 讓雲長出花 漫天的花無聲開在烏雲之下 然後又飄到哪裡呀 喔 漫步在人海的人 你過得好嗎是不是又想念家 心中那炙熱的夢啊 它多久沒說話 在飛雲之下 以為忘了的家在耳裡說話 叫我別煩心 那些痛與怕 喔 半路上的我 穿上回憶和風沙 在飛雲之下 我看著海峽 走月光沙灘我也承認我還是會想他喔 且慢 前面聽說風很大 心 在雲裡摩擦 又酸又麻但是思念在夢裡爬 以後還有誰值得等嗎 喔 孤單是件風衣 它裹起了怕然而我很勇敢啊 沒人記得我也沒差 未來在等我去拿 在飛雲之下 以為忘了的家在耳裡說話 叫我別煩心 那些痛與怕 喔 半路上的我 穿上回憶和風沙 在飛雲之下 我看著海峽走月光沙灘 我也承認我還是會想他 喔 且慢 且慢 前面聽說風很大 喔 在飛雲之下 以為忘了的家在耳裡說話 叫我別煩心 那些痛與怕 半路上的我 穿上回憶和風沙 在飛雲之下 我看著海峽走月光沙灘 我也承認我還是會想他 且慢 前面聽說風很大 喔,勵志
林俊傑, 翅膀,同樣的機場 不同世界同樣的咖啡 不同味覺同樣的我和我 都少了一些看飛機劃過天空 不見了用你給我的翅膀飛我懂這不是傷悲再高都不會累 我們都說好了用你給我的翅膀飛我感覺己夠安慰烏雲也不再多 我們也不為誰掉眼淚空氣中藏著 你的香味回憶裡躲著 你的眼淚最後擁抱的 溫暖還有一些我拖著行李往前 一直走  用你給我的翅膀飛我懂這不是傷悲再高都不會累 我們都說好了用你給我的翅膀飛我感覺己夠安慰烏雲也不再多 我們也不為誰掉眼淚看一看回憶是雲朵 一朵朵的飄過若想要回頭 就無法翱翔用你給我的翅膀飛我懂這不是傷悲再高都不會累 我們都說好了用你給我的翅膀飛我感覺己夠安慰烏雲也不再多 我們也不為誰掉眼淚烏雲也不再多 我們也不為誰掉眼淚,勵志
林俊傑, 偉大的渺小,一朵玫瑰被刺圍繞 也許它也渴望擁抱海豚臉上總有微笑 也許淚被大海洗掉是不讓人知道 你我幸福或難熬好或糟 藏進外表的孤傲其實我想要 一種美夢睡不著 一種心臟的狂跳瓦解界線不被撂倒 奔跑 依靠我心中最想要 看你看過的浪潮 陪你放肆地年少從你眼神能找到 解藥宇宙一絲一毫 偉大並非湊巧我 握的手握好 我 或許很渺小也絕不逃夜晚星辰高調閃耀 也許是最後的燃燒候鳥能自由飛得高 也許是流浪的符號可是誰又知道 你我曾有過煎熬  把客套 捍衛僅有的驕傲其實我想要 一種美夢睡不著 一種心臟的狂跳瓦解界線不被撂倒 奔跑 依靠我心中最想要 看你看過的浪潮 陪你放肆地年少從你眼神能找到 解藥宇宙一絲一毫 偉大並非湊巧我 握的手握好 我 或許很渺小那之前我要 抱你在逆流人潮 懂你每個淚和笑從你故事中找到 美妙 努力不會徒勞愛並非湊巧 我們握的手握好我們就算很渺小 也絕不逃握的手握好 我有多渺小也做得到,勵志
林俊傑, 最嚮往的地方,海上號角音符在空中飄盪你也聽見了嗎？順著洋流漂向未知的方向你和我都一樣穿越人海和時間的浪是誰的臉孔擱在心上帶不走的就讓他留下轉身前往下一個遠方每一顆心都有最嚮往的地方要堅持就會聽見奇蹟的聲響當未來在那黑夜劃出一道光渴望 信仰Oh woo yeah～潮起潮落再瘋狂咬著牙去闖看浪花積累多少歲月的收藏去擁抱眼前看似渺小的希望不讓 不放感受當下卸下一身負重不前的行囊別再回頭張望往前走下一刻藏什麼寶藏最終會有解答穿越人海和時間的浪是誰的臉孔擱在心上帶不走的就讓他留下轉身前往新的航向  每一顆心都有最嚮往的地方要堅持就會聽見奇蹟的聲響當未來在那黑夜劃出一道光渴望 信仰Oh woo yeah～潮起潮落再瘋狂咬著牙去闖看浪花積累多少歲月的收藏去擁抱眼前看似渺小的希望不讓 不放感受當下迎著狂風和孤單並肩流浪就算前方看似無盡的迷惘再渺小的希望會乘著夢長大每一顆心都有最嚮往的地方沒有後悔抓著夢讓它去領航當未來在那黑夜劃出一道光渴望 信仰Oh woo yeah～每一顆心都有最嚮往的地方要堅持就會聽見奇蹟的聲響當未來在那黑夜劃出一道光渴望 信仰Oh woo yeah～潮起潮落再瘋狂咬著牙去闖看浪花積累多少歲月的收藏去擁抱眼前看似渺小的希望不讓 不放那是力量,勵志
林俊傑, 無盡的思念,牆腳那朵枯萎的玫瑰　忘了為何要凋謝散在地上撕落的歲月　又一天　又一年　沒感覺傷痕在心田　滾燙的蔓延　煙繞過髮間　妳敷衍著抱歉(風吹破欺騙　妳無法兌現　那年的夏天　妳許下的誓言)斷了的琴弦　彈奏著從前　一起走過的路線沒有終點  昏黃的光線　照射陳舊的水面　映出那朵玫瑰思念的畫面 你走的那天　我決定不掉淚　迎風撐著眼簾用力不眨眼,勵志
林俊傑, 裂縫中的陽光,有多少創傷卡在咽喉 有多少眼淚滴濕枕頭有多少你覺得不能夠 被懂的痛 只能沉默有多少夜晚沒有盡頭 有多少的寂寞 無人訴說有多少次的夢 還沒作 已成空等到黑夜翻面之後 會是新的白晝等到海嘯退去之後 只是潮起潮落別到最後你才發覺 心裡頭的野獸還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著人生不會只有收穫 總難免有傷口不要害怕生命中 不完美的角落陽光在每個裂縫中散落就算一切重來又怎樣 讓你的心在我心上跳動  每個逐漸暗下來的夜 一起走過等到黑夜翻面之後 會是新的白晝等到海嘯退去之後 只是潮起潮落別到最後你才發覺 心裡頭的野獸還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著人生不會只有收穫 總難免有傷口不要害怕生命中 不完美的角落陽光在每個裂縫中散落不如就勇敢打破 生命中的裂縫陽光就逐漸灑滿了其中,勵志
林俊傑, 超越無限,別小看努力的人 眼神撩人 電力無邊無際無窮無影腳忙著追夢  always ahead 背影總在最最前面夢想沿著現實攀岩 蠢蠢欲動 未來決定在我 oh我不管你是怎麼看我 不用分類 我的堅持難改變oh 一遍遍 吶喊直到分貝突破極限 ohoh 一遍遍 超越再超越的速度變得更快當你還沒相信 也還沒眨眼 我 一再超越無限衝過安全界線 再安全上壘 我 一再超越無限  oh wow 你不要分分鐘的拖延oh wow 我正在分分鐘的實現 (還沒到時候懷念從前)我一路超速時間 遙遙領先 你意料之外的期限汗水蒸發在昨天 我的今天 都為了更強的明天夢想沿著現實攀岩 蠢蠢欲動 未來決定在我 oh我不管你是怎麼看我 不如聯手 讓世界動起來,勵志
林俊傑, 進階,告別的時刻已到了隨身的行囊 裝些快樂 前方被烏雲籠罩了心中在拉扯 困獸在低吼 隱隱約約的沈默 透露一絲絲苦澀 願你不再被傷透 別再帶著淚入睡 曲曲折折的世界 答案不一定絕對 傷口因為愛壯烈 讓我們同步進階 重生的力量來自真我 戰勝可敬的對手 yeah 堅持信念是我的所有 抵達心中的遼闊 yeah有失去的 該進階的 有遺憾的 該進階的 放不下的 該進階的yeah 聖所的光芒 指引方向oh 跨越了浩劫 曙光漸亮 oh  希望因掙扎破滅了 再別無所求 於是自由 oh逆著風孤獨的英雄 也渴望停泊 可說不出口 隱隱約約的沈默 透露一絲絲苦澀 願你不再被傷透 別再帶著淚入睡 曲曲折折的世界 答案不一定絕對 傷口因為愛壯烈 讓我們同步進階 重生的力量來自真我 戰勝可敬的對手 yeah 堅持信念是我的所有 抵達心中的遼闊 yeah有失去的 該進階的有遺憾的 該進階的放不下的 該進階的yeah 聖所的光芒指引方向oh跨越了浩劫曙光漸亮 oh,勵志
林俊傑, 黑武士,有了天空　為何世界　還有　地心引力有了希望　為何絕望　還是　如影隨形有了勇氣　就讓哭泣　埋藏過去去寫一種歷史　名字叫奇蹟 如果恐懼就像火炬　那就讓它沸騰我血液　帶我到絕地　喔　我才能完全　覺醒 在黑暗　的對面　是光明　光明　後面　是陰影　正義　邪惡　是誰　有權　定義 在命運　的前面　我懷疑在面具　後面　鐵一般決心光榮的犧牲　也是種榮譽(要扭轉命運　最後的反擊)  不怕人說　不要人懂　我要證明明天我的姓名　將會是傳奇 失敗會設下陷阱　沒有勝利會發出邀請只有我自己　喔能夠 還我 自己 公平還我 自己 公平 在命運　的前面　我懷疑在面具　後面　鐵一般決心要扭轉命運　最後的反擊,勵志
林俊傑, 黑鍵,嘿 如果聽到這旋律和你傾訴一段光陰 也許你也會共鳴嘿 有個男孩的曾經小小的手和老鋼琴 故事展開了美麗那男孩爬上了琴椅 黑鍵白鍵 映滿眼睛試探著敲奏出旋律 敲開了命運的覺醒當別的 孩子在 瘋電玩模型男孩卻 反覆著 艱澀德布西半音程 全音程 歷程多艱辛傷痕變成指環胎記白鍵是 眾人的 讚嘆黑鍵是 暗地的 努力祈禱 奇蹟 其實不如 無盡的練習嘿 如果聽到這旋律和你傾訴一段光陰 也許你也會共鳴嘿 有個男孩的曾經小小的手和老鋼琴 故事展開了美麗並不是所有道理都 黑鍵白鍵般的分明所幸在音樂世界裡 闖出了自己的天地  那一年 那一首 江南的旋律男孩才 經歷了 柳暗和花明平均律 學不會 命運的定律幸運莫若找到知音黑鍵是 不斷的 挑戰白鍵是 肯定的 金曲交織 交響 教我感激 每一刻經歷嘿 如果能讓這旋律陪你經歷人生風雨 是我最大的幸運嘿 那個男孩的如今和你交織多麼緊密 像黑鍵白鍵相依嘿 聽著這首歌的你曾經相信英雄的你 還在等待誰降臨嘿 答案一直都是你帶著黑鍵般的叛逆 改變世界和自己嘿 答案一直都是你帶著黑鍵般的叛逆 改變世界和自己,勵志
林俊傑, 愛與希望,大地被搖晃著 天空突然黑了我的 心也被震碎了下一秒瓦解了 淚堆積成了河但明天是好的 我們要堅定著愛 讓我們不放棄 活著還要繼續和大自然拔河  當愛與希望 投射炙熱的太陽昨日淚光會隨時間都蒸發別輕易放棄 明天要許更多願望裝滿了勇氣就更有力量當愛與希望 倒映暖暖的月亮再回頭望 又是築好了家鄉我知道未來 還有好多路要闖我打開了窗 看見了晴朗,勵志
林俊傑, 暫時的記號,陽光並不普照什麼都看不到攤在手中的反而虛無飄渺試論誰不孤傲容不下結局 太跳躍卻把餘生鋪成 雷同的軌道每次當我沾染了 黑暗的色調想像自己 有對照在此刻 在某處 那個我 他很好每次當我迷惑在 眼前的美好提醒自己 更善良這一生 只是永恆 暫時的記號人的心很奇妙越寂寞越喧囂抉擇 讓你得到 幸福也帶來煩惱表象只是通道  喜或悲最終 同樣單調我們只是旅程 其中的一條每次當我沾染了 黑暗的色調想像自己 有對照在此刻 在某處 那個我 他很好每次當我迷惑在 眼前那些美好提醒自己 更善良這一生 只是永恆 暫時的記號存在的 逝去的 故事線 都很像在終點 還會再遇到各種我 各自在 各宇宙 個別哭或笑都在這一秒每次當我沾染了 黑暗的色調想像自己 有對照在此刻 在某處 那個我 他很好每次當我迷惑在 眼前那些美好提醒自己 更善良這一生 只是永恆 暫時的記號身為我 只是時間 暫時的記號,勵志
林俊傑, 點一把火炬,天上的星星 有多少數不清承諾和許願 有多少能兌現雨後的彩虹 是真實還是夢悲傷和快樂 可以自己選擇忙忙碌碌轉阿轉 盲盲目目從早到晚喧喧鬧鬧是與非 傷痕累累學會謙卑聽過自己哭泣才(會)懂得珍惜點一把火炬 讓愛和生命延續  用心用呼吸感應 在黑暗中照亮風雨脆弱的世界 人變得堅強因為有夢想讓愛翻越所有圍牆 點燃每一個心房照亮我們共同的家照亮你我~的家,勵志
林俊傑, 靈魂的共鳴,醒在古埃及的黎明　金字塔聽從你我馴服人面獅身　鎮守愛情轉身跌進長城狼煙裏　你是鎮關的傳奇我在攻城掠地　尋找知音天賦無從販賣　物競天擇淘汰現實殘酷對待　堅持才能ㄍ一ㄥ到現在萬年後的成敗　音符早已定案身體終會腐壞　寫下不朽的存在用犧牲換來黎明　迎接靈魂的共鳴輪迴幾個世紀　再遠的距離喚醒不哭泣的心關上迷惘的眼睛　我聽見靈魂的共鳴關不住我的樂癮　你也痛快的回應這超時空的交響曲文藝復興誰在引領　你用絕世琴音我用夢的歌劇　唱響魅影瞬間穿梭百萬銀河系　你是不滅的恆星阿姆斯壯會是我　獻上勇氣  哀悼世界沉默　男孩彈奏寂寞誰還唱著　誰還唱著誰還唱著歌他微笑不去辯駁　他觀察不去爭鬥他手指沒有停過　只因為夢想沒有崩塌用犧牲換來黎明　迎接靈魂的共鳴輪迴幾個世紀　再遠的距離喚醒不哭泣的心關上迷惘的眼睛　我聽見靈魂的共鳴關不住我的樂癮　你也痛快的回應這超時空的交響曲我聽見你靈魂的共鳴輪迴幾個世紀　再遠的距離喚醒不哭泣的心再次睜開我眼睛　看見靈魂的共鳴抹不去傷的痕跡　交織命運的交響曲沒有蛻變不了的心,勵志
林俊傑, 生生,冷的 天色 你是否多穿一件呢星星 墜落 帶走我的思念 流浪成河煙火 泡沫 失去或擁有 都 由不得我抖著 雙手 拚命握緊啊 卻徒勞無功啊生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生你我 離別無輒每一道歲月的痛眼淚自答自問眼前是 永晝的顛坡冷的 臉色 是證明自己堅強了當我 寂寞 默念這世界不會 丟下我太多 太多 遺憾的後悔的 總是在失去了以後噢 為什麼 愛 越深越脆弱  生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生離別 息息不罷休你用時間告訴我在迷路的時候有你愛我 永夜也是永晝原諒我 陪著我 當我 困在沙漠渴望綠洲會好的 會過的 看我 咳 用力咳出了心痛生生不息 你和我倒數迂迴的傷痕 輕輕哼著喜怒哀樂 等等我在永夜的寒冬 牽著你的雙手生生 yeah 誰不會再丟下我在迷路的時候 我記得 會找到的在永夜的背後 擁抱傷口 永恆的出口,離別
林俊傑, 交換餘生,孤單聽雨的貓往時間裂縫裡看到了我雷電交加之外的另一些我 ⠀⠀烏雲靜止以後 跳進平行時空⠀那些我 旅行中的妳我⠀回憶胡亂穿梭 墜落⠀⠀交換餘生 是我 非我 苦與樂⠀陰天之後總有續命的晴空 ⠀如果我們幾經轉折 結局一樣不動 ⠀也才算無愧這分合⠀⠀定位心海的錨讓時間停頓的像慢動作 ⠀妳說命運很壞吧幸好有我 ⠀⠀如果沒有以後 如果平行失控⠀那些我 不同人生的我⠀會以什麼方式 哭過⠀⠀  交換餘生 是我 非我 苦與樂⠀陰天之後總有續命的晴空 ⠀如果我們幾經轉折 結局一樣不動 ⠀也才算無愧這分合⠀⠀雲等風 人等夢 愛輾過時光等什麼⠀記不住 認不出 淚眼中誰一樣臉紅⠀⠀等妳說 等我說 一等就是一個宇宙⠀日升換月落 真愛換寂寞⠀⠀交換餘生 也許 忘了 第幾夢⠀那時我們身處第幾號時空 ⠀因為我們手心緊握 記憶也能緊扣 ⠀可不怕前方的蟲洞⠀⠀愛是時間的古董,離別
林俊傑, 剪雲者,孤單看天上那朵雲呢 銀灰色它安靜的俯瞰著我失散的愛它飄浮著呢 旅行著想飛開但又依依不捨魔術般的 定在那兒 特別神秘的剪一片雲拽著 紀念曾珍惜的就此遠去了 但是心還懸著剪一片雲愛著我喜歡獨自記得成為一個收藏者偶而懷念她 也不錯天空的嘆息沒有顏色 狠心的鑽進了我的心喊我記憶很麻煩也很苦澀 丟下呢雲沒有名字像個孤兒看似快樂 流浪慣了 這麼說它真的真的不負責  剪一片雲拽著 紀念曾珍惜的就此遠去了 但是心還懸著剪一片雲愛著我喜歡獨自記得成為一個收藏者偶而懷念她剪一片雲拽著 紀念曾珍惜的就此遠去了 但是心還懸著剪一片雲愛著我喜歡獨自記得成為一個收藏者偶而懷念她 也不錯以前深愛的 現在呢剪下的雲呢 隱形了,離別
林俊傑, 離開的那一些,心裡有種聲音迴盪在夢境有些秘密 不斷的飄零不斷的在旅行故事很冷清誰還相信 還在聆聽 所謂命運北方到底還有幾公里想要離開又能去哪裡所有思緒都在等消息原來離別 很難分類 誰虧欠誰離開我們的那一些原來放手也是一種美 一種的了解不同的世界不去追離不開誰是誰所謂愛恨心碎是因為你想擁有這故事的一切風緩緩移動夢閃爍如霓虹  誰在窗外彈琴彈誰的曾經所有風景 所有森林 都在結冰北方到底還有幾公里想要離開又能去哪裡所有思緒都在等消息原來離別 很難分類 誰虧欠誰離開我們的那一些原來放手也是一種美 一種的了解不同的世界不去追離不開誰是誰所謂愛恨心碎是因為你想擁有這故事的一切離開我們的那一些讓割捨成為一種美 所謂的直覺不同的風雪不去寫像北風去面對自己感受落葉等化蛹成蝶多餘的傷悲我拒絕夢越過寒冬愛放在我心中,離別
